,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
545,DL,2347,LGA,ATL,,,163.0,0
546,WN,2893,HOU,OKC,6.0,,80.0,1
547,WN,364,SAN,SFO,,,,1
548,FL,411,PWM,BWI,,,,0
549,MQ,3661,MIA,IND,2.0,900.0,,1
550,OO,6268,DEN,TUS,,,120.0,1
551,9E,3763,FSM,MEM,1.0,,67.0,0
552,US,1753,CLT,TPA,7.0,,,0
553,DL,2583,ATL,SLC,2.0,500.0,,1
554,HA,168,HNL,KOA,,625.0,,0
555,WN,2993,MKE,BWI,,,,1
556,DL,2588,ATL,SMF,,510.0,,0
557,EV,5232,ATL,CHA,7.0,,46.0,0
558,FL,398,SEA,ATL,5.0,1439.0,305.0,1
559,AS,188,FAI,ANC,6.0,945.0,63.0,1
560,WN,2026,LAS,IND,1.0,760.0,,1
561,MQ,2782,LEX,DFW,7.0,385.0,160.0,0
562,MQ,3943,ORD,TUL,,,120.0,1
563,EV,5326,ATL,TRI,5.0,,62.0,1
564,FL,58,LAX,ATL,,,,1
565,MQ,3605,MIA,CVG,4.0,,160.0,0
566,9E,3672,LBB,MEM,,705.0,,0
567,EV,5341,ATL,HSV,6.0,,63.0,1
568,B6,241,OAK,LGB,4.0,1215.0,76.0,0
569,HA,28,HNL,SEA,,,340.0,1
570,F9,652,SFO,DEN,,890.0,147.0,0
571,DL,1315,DTW,SLC,,725.0,,1
572,OO,6366,PSP,SFO,,,91.0,0
573,OO,6689,ORD,MSN,,,48.0,0
574,UA,575,BWI,ORD,4.0,706.0,,1
575,XE,2505,CLE,RIC,,925.0,,0
576,DL,2046,PHX,ATL,3.0,,212.0,0
577,WN,1924,FLL,ISP,4.0,,,0
578,XE,2228,MEM,EWR,,,162.0,1
579,WN,1939,SMF,LAS,,805.0,,1
580,9E,3871,DTW,SYR,6.0,,,1
581,US,1614,MCO,PHL,,615.0,,1
582,F9,411,DEN,LAX,,1090.0,,0
583,FL,319,CLT,ATL,,1049.0,,1
584,MQ,4157,BNA,ORD,4.0,1120.0,105.0,0
585,YV,2680,LIT,CLT,,981.0,113.0,1
586,OO,6310,LAX,PSP,,1167.0,,1
587,9E,3994,MSP,RST,,,50.0,0
588,DL,1708,DEN,MSP,1.0,675.0,,1
589,YV,2674,LAX,LAS,5.0,990.0,,0
590,WN,2016,BWI,BDL,4.0,1190.0,65.0,1
591,YV,2751,PHX,SBP,2.0,,101.0,0
592,WN,2287,RSW,PHL,2.0,,,0
593,DL,2157,SLC,SEA,6.0,,131.0,0
594,DL,2201,BOS,ATL,4.0,1035.0,183.0,1
595,EV,5487,BNA,ATL,,960.0,69.0,0
596,XE,2266,EWR,DTW,4.0,,122.0,0
597,FL,785,MCO,PHF,6.0,,,0
598,FL,842,MCO,ATL,,,92.0,0
599,FL,815,BWI,BOS,3.0,,75.0,0
600,OO,6670,SBP,SFO,3.0,413.0,,0
601,AA,334,DFW,BNA,,,100.0,0
602,DL,2021,DTW,PHX,3.0,925.0,268.0,1
603,FL,1082,MCO,STL,,946.0,,0
604,US,1290,PHL,LGA,2.0,1370.0,,0
605,9E,4277,MEM,AMA,,,120.0,0
606,B6,616,JAX,JFK,7.0,,,1
607,WN,601,SJC,LAX,4.0,725.0,70.0,1
608,MQ,4305,ORD,IND,,1170.0,60.0,1
609,OH,6367,CHS,ATL,,605.0,,0
610,WN,1952,LAX,DEN,,,,1
611,AA,1662,LAS,ORD,,970.0,210.0,0
612,EV,5570,ATL,TRI,7.0,665.0,73.0,1
613,XE,2597,IAH,SAV,3.0,1180.0,126.0,0
614,FL,448,ATL,MSY,,,,1
615,OO,6710,ORD,CVG,,,76.0,0
616,MQ,3031,LAX,SAN,3.0,,,0
617,WN,186,LAS,DEN,4.0,630.0,,1
618,CO,1535,EWR,PHX,7.0,405.0,,0
619,DL,1174,ATL,BUF,7.0,645.0,132.0,0
620,AA,469,STL,MIA,1.0,710.0,160.0,1
621,WN,106,DAL,MSY,4.0,1175.0,80.0,0
622,9E,4159,CID,DTW,7.0,1055.0,,0
623,OO,6479,LIT,DEN,,930.0,145.0,0
624,XE,2509,STL,IAH,3.0,880.0,118.0,0
625,WN,2381,LGA,MDW,,1165.0,160.0,1
626,WN,518,DEN,MCI,1.0,870.0,90.0,0
627,EV,7075,HSV,ORD,,918.0,119.0,0
628,WN,313,BWI,CLE,3.0,990.0,,0
629,WN,610,BWI,ABQ,,,,1
630,MQ,4181,ORD,GRB,1.0,,55.0,0
631,US,1690,RSW,CLT,,,,0
632,WN,383,PVD,BWI,,,,1
633,AA,2228,HDN,DFW,,,,0
634,WN,1684,MKE,BWI,,880.0,120.0,1
635,YV,2775,PHX,MRY,3.0,659.0,,0
636,WN,1345,ABQ,PHX,,735.0,75.0,1
637,WN,2525,BWI,ABQ,4.0,610.0,,1
638,DL,1583,RSW,CVG,4.0,,,0
639,FL,660,HPN,ATL,4.0,431.0,,0
640,XE,5900,TYS,ORD,,444.0,115.0,0
641,XE,2105,GRR,CLE,4.0,1003.0,57.0,1
642,XE,2956,IAH,AUS,2.0,1380.0,45.0,0
643,OO,4495,MSP,GFK,4.0,,,1
644,XE,2748,IAH,MOB,5.0,,,1
645,MQ,3620,ORF,MIA,,445.0,155.0,0
646,XE,2561,PNS,IAH,2.0,,,0
647,WN,1648,OAK,SNA,6.0,390.0,,1
648,DL,1123,SLC,DTW,5.0,,,1
649,YV,1037,ITO,HNL,3.0,755.0,47.0,0
650,9E,4044,MDT,DTW,,990.0,,0
651,AA,939,RDU,MIA,,805.0,,1
652,YV,2866,PHX,FLG,1.0,1360.0,58.0,0
653,DL,1188,SAT,ATL,,,,0
654,CO,1603,IAH,AUS,,1075.0,48.0,0
655,WN,898,SLC,PHX,5.0,,,1
656,WN,859,PHL,MDW,,,,1
657,US,1490,CLT,LGA,5.0,,109.0,1
658,WN,1558,MDW,OMA,,650.0,85.0,1
659,MQ,4216,ORD,OKC,,,135.0,1
660,OO,6719,MSO,DEN,4.0,,119.0,1
661,MQ,3785,ORD,IAH,,,,1
662,9E,4151,BHM,MEM,7.0,390.0,71.0,1
663,9E,3672,LBB,MEM,,705.0,115.0,1
664,US,1626,CLT,LGA,5.0,375.0,,0
665,US,1694,TPA,PHL,,,,0
666,MQ,2973,DFW,MOB,,,90.0,0
667,MQ,2713,DFW,JAN,2.0,645.0,,0
668,US,1467,PHL,ATL,,,142.0,0
669,UA,720,SFO,DEN,,902.0,153.0,1
670,WN,3673,SJC,LAS,4.0,,,1
671,MQ,4182,ORD,ABE,5.0,540.0,,0
672,AA,1588,SAT,DFW,5.0,,70.0,1
673,US,1785,BNA,CLT,4.0,,,0
674,UA,286,IAH,IAD,,1020.0,178.0,0
675,9E,3984,DTW,MQT,7.0,520.0,,0
676,WN,498,PHL,PVD,4.0,,65.0,1
677,WN,3747,CMH,BWI,1.0,,70.0,1
678,WN,1531,LAX,SFO,,,75.0,1
679,AA,1865,IND,DFW,3.0,,150.0,0
680,DL,2201,BOS,ATL,,,,0
681,XE,2146,CLE,ORF,6.0,,87.0,0
682,DL,1322,MSY,ATL,,,89.0,1
683,OO,6217,RAP,DEN,1.0,704.0,,1
684,WN,960,SAN,BWI,,,,1
685,AA,2438,DFW,DEN,1.0,,125.0,1
686,CO,1494,LAX,IAH,,75.0,181.0,0
687,AS,630,SEA,PHX,,,,0
688,YV,2771,PHX,SBA,,,91.0,0
689,UA,959,ORD,DEN,7.0,1200.0,,1
690,DL,1007,MCI,ATL,,,,1
691,MQ,4246,IND,ORD,,,75.0,0
692,WN,322,CLE,STL,1.0,,110.0,1
693,DL,1514,ATL,DAB,4.0,800.0,75.0,0
694,MQ,4190,CMH,ORD,,670.0,85.0,1
695,US,14,SEA,PHX,4.0,510.0,166.0,0
696,F9,382,DEN,FLL,6.0,1035.0,,0
697,MQ,3830,ORD,IAH,4.0,720.0,165.0,1
698,DL,1124,LAX,SFO,,425.0,82.0,0
699,YV,1024,KOA,HNL,1.0,,,0
700,EV,5523,ATL,ROA,5.0,510.0,90.0,0
701,WN,864,DEN,SAN,,,145.0,1
702,US,1428,MCO,CLT,3.0,420.0,,0
703,XE,5946,ORD,MCI,4.0,1205.0,90.0,0
704,WN,732,DAL,AUS,4.0,,55.0,1
705,AA,1947,TPA,MIA,,,,0
706,WN,988,BWI,OKC,4.0,,205.0,1
707,WN,1709,OAK,PHX,,,,1
708,HA,12,HNL,SFO,3.0,,,1
709,F9,106,DEN,MSP,1.0,,,0
710,9E,3888,MEM,BNA,,,,0
711,EV,5002,ATL,OAJ,,720.0,77.0,0
712,AA,454,ORD,RDU,,880.0,,1
713,9E,3738,ERI,DTW,6.0,404.0,,0
714,WN,1678,RNO,SEA,,815.0,115.0,1
715,WN,850,LAS,PDX,2.0,1215.0,140.0,1
716,OO,6370,ONT,SFO,6.0,,85.0,1
717,OO,4519,MSP,RAP,,,,0
718,EV,7338,TLH,MEM,,,,0
719,AA,1406,DFW,HSV,7.0,540.0,,1
720,DL,1657,ATL,CLE,5.0,1240.0,113.0,0
721,AA,1777,JFK,MCO,3.0,479.0,180.0,0
722,YV,2724,AUS,CLT,1.0,710.0,151.0,0
723,WN,752,HOU,DEN,4.0,395.0,,1
724,CO,241,IAH,AUS,,780.0,,0
725,UA,436,SNA,ORD,3.0,496.0,,1
726,EV,5263,ATL,HPN,,513.0,,1
727,B6,1228,RDU,BOS,,1215.0,,0
728,XE,2424,CVG,EWR,3.0,,120.0,1
729,MQ,4244,DSM,ORD,,,,0
730,XE,5988,ORD,CLE,,,71.0,0
731,FL,1221,FLL,PIT,4.0,,156.0,0
732,MQ,3930,ORD,OMA,2.0,1250.0,,1
733,DL,2541,ATL,MSY,1.0,,101.0,1
734,AA,575,MIA,SJU,4.0,465.0,,1
735,AS,878,OGG,SEA,1.0,545.0,335.0,0
736,US,587,PHX,GEG,7.0,1260.0,,1
737,WN,2357,SLC,DEN,7.0,,,0
738,AA,2042,DFW,FLL,,385.0,,0
739,EV,7068,IAD,GSP,,,,0
740,DL,1228,ATL,IND,,966.0,,1
741,CO,131,SAN,IAH,2.0,375.0,189.0,0
742,UA,109,ORD,MSP,4.0,,,0
743,DL,2522,MSP,DEN,,1320.0,124.0,1
744,MQ,3729,PHL,ORD,,,145.0,0
745,XE,2593,IAH,OMA,,,,0
746,WN,490,RDU,BNA,4.0,965.0,,1
747,AS,305,SFO,SEA,,,128.0,1
748,B6,1410,AUS,MCO,6.0,925.0,142.0,0
749,AA,1073,ICT,DFW,7.0,690.0,,1
750,DL,1139,ATL,BHM,7.0,1245.0,54.0,1
751,MQ,3462,GUC,DFW,4.0,,,1
752,WN,2461,DAL,AUS,,,,1
753,MQ,3767,SLC,ORD,7.0,955.0,,1
754,AA,1904,ORD,MIA,1.0,,,0
755,UA,976,DEN,IAD,5.0,945.0,,0
756,EV,7092,IAD,MHT,,,,0
757,US,1179,CLT,IAH,,785.0,,1
758,WN,249,LIT,STL,,975.0,70.0,1
759,AA,1695,DFW,PHX,1.0,495.0,155.0,0
760,DL,578,SJU,JFK,,1210.0,257.0,0
761,WN,796,OAK,LAS,,,85.0,1
762,OH,6401,CVG,MEM,,,,0
763,YV,7245,PVD,IAD,2.0,865.0,104.0,0
764,OH,6371,ATL,LEX,,815.0,,0
765,XE,3034,COS,IAH,,,129.0,1
766,AA,2287,TUL,DFW,,,75.0,0
767,EV,5058,BTR,ATL,5.0,874.0,,0
768,DL,1764,MSP,DCA,2.0,,143.0,0
769,WN,138,BDL,MCO,,,,0
770,AA,1788,DFW,RDU,6.0,665.0,,1
771,WN,1131,BUR,OAK,1.0,,,1
772,WN,961,PHX,ONT,,590.0,75.0,1
773,MQ,4371,OMA,ORD,,,95.0,0
774,MQ,3054,LAX,SBA,5.0,,,0
775,US,1617,CLT,MCI,2.0,970.0,152.0,0
776,MQ,3297,DFW,TYS,3.0,,,0
777,EV,5514,ATL,MEI,,,72.0,0
778,DL,1453,MSP,SEA,,585.0,,0
779,FL,67,IAD,ATL,,,115.0,0
780,MQ,2745,DFW,GSP,,660.0,125.0,1
781,UA,329,DEN,PHX,,,116.0,0
782,MQ,3710,ORD,XNA,,1055.0,105.0,0
783,EV,5037,ATL,LEX,,1150.0,,0
784,AA,1031,FLL,DFW,,1105.0,,0
785,WN,2415,MDW,LGA,6.0,,,1
786,AA,982,MIA,DCA,,,145.0,1
787,MQ,2935,MSN,DFW,,,,0
788,WN,521,AUS,DAL,3.0,570.0,,0
789,YV,2853,YUM,PHX,7.0,,68.0,0
790,WN,1134,ONT,SMF,7.0,,80.0,1
791,XE,2262,OMA,IAH,5.0,1085.0,,1
792,WN,2621,LBB,AUS,2.0,,70.0,1
793,AS,66,YAK,JNU,,,46.0,0
794,OO,6817,SFO,CIC,,,,0
795,AA,2282,SFO,DFW,,,210.0,1
796,WN,1023,DAL,SAT,3.0,,65.0,1
797,US,75,JFK,PHX,,599.0,,0
798,WN,762,MDW,PIT,,,80.0,1
799,9E,3702,GFK,MSP,,300.0,75.0,1
800,9E,4095,MSP,SBN,,1170.0,,1
801,XE,2559,IAH,LFT,5.0,,58.0,1
802,UA,68,LAX,ORD,1.0,,243.0,0
803,UA,286,IAH,IAD,3.0,,,1
804,XE,2522,MSP,IAH,,,176.0,0
805,OO,6457,SFO,SNA,,,88.0,1
806,DL,1149,LAX,HNL,5.0,1012.0,353.0,1
807,B6,350,BUR,JFK,7.0,,,0
808,WN,526,SAN,PHX,1.0,600.0,,1
809,WN,3322,ISP,FLL,,,190.0,1
810,CO,1440,IAH,ATL,,,126.0,1
811,FL,1251,LEX,MCO,,1105.0,,1
812,MQ,2807,DFW,FWA,,1095.0,130.0,0
813,DL,1603,ATL,LAS,3.0,1320.0,,1
814,UA,653,ORD,PVD,7.0,,,0
815,AA,553,RSW,DFW,7.0,,,0
816,9E,3857,CLT,ATL,1.0,,,0
817,WN,1690,HRL,HOU,,645.0,60.0,1
818,MQ,3631,MIA,BNA,,,150.0,1
819,WN,1513,SFO,PHX,6.0,,,1
820,WN,607,ORF,BWI,2.0,,,1
821,DL,2941,ATL,SAT,3.0,825.0,160.0,1
822,UA,216,SFO,SNA,,,98.0,1
823,MQ,4394,JFK,BOS,,,,0
824,DL,2636,FSD,MSP,4.0,,,0
825,XE,2179,PNS,IAH,4.0,,101.0,1
826,DL,2405,DTW,MKE,,525.0,,1
827,B6,1411,MCO,AUS,2.0,,169.0,1
828,YV,2986,PHX,SAT,1.0,1029.0,122.0,0
829,MQ,2901,DFW,LBB,4.0,1110.0,,0
830,EV,5121,ALB,ATL,,,,0
831,XE,2249,MEM,EWR,7.0,,,0
832,EV,5057,CLE,ATL,4.0,850.0,,1
833,CO,166,SEA,IAH,,505.0,245.0,1
834,XE,5915,FAR,ORD,3.0,633.0,,0
835,MQ,3015,LAX,SAN,4.0,715.0,,1
836,9E,3739,BMI,MSP,,720.0,99.0,0
837,AA,1180,DFW,RIC,,820.0,,0
838,DL,132,SFO,JFK,1.0,390.0,330.0,0
839,XE,2527,EWR,GSO,,,,0
840,FL,1218,MDW,SRQ,,420.0,,0
841,YV,2887,PHX,ELP,,1190.0,,0
842,9E,4047,MEM,LBB,,,123.0,0
843,EV,5111,ATL,BHM,4.0,,63.0,0
844,CO,438,EWR,MIA,4.0,,,1
845,MQ,3249,SGF,DFW,,540.0,,0
846,WN,500,OAK,SAN,,420.0,,0
847,XE,2976,IAH,MCI,,1275.0,113.0,0
848,AS,4,SEA,DCA,6.0,520.0,,0
849,XE,2985,EWR,DTW,,,,0
850,DL,1024,ATL,CLT,7.0,585.0,85.0,0
851,US,37,PHL,LAX,,1080.0,,0
852,XE,2945,IAH,BHM,,,,1
853,EV,5565,ATL,GPT,,890.0,,0
854,WN,2882,JAX,TPA,2.0,,,1
855,AS,664,SEA,DFW,,,222.0,0
856,DL,2862,LAX,JFK,7.0,1410.0,,0
857,DL,1112,PIT,ATL,,,131.0,0
858,AA,1924,SJC,DFW,,605.0,205.0,0
859,EV,5336,ATL,GSP,,977.0,58.0,1
860,UA,752,DEN,BWI,,,201.0,1
861,DL,1589,PHL,DTW,,575.0,,0
862,B6,59,JFK,MCO,6.0,899.0,179.0,0
863,EV,7373,MEM,GPT,3.0,1180.0,,0
864,OH,6264,CVG,XNA,4.0,,,0
865,WN,2346,BUF,TPA,,440.0,175.0,0
866,MQ,3635,MIA,CLT,4.0,680.0,125.0,0
867,AA,788,MIA,STX,4.0,,155.0,1
868,OH,6368,STL,CVG,7.0,730.0,,0
869,WN,1585,MDW,CMH,,390.0,70.0,0
870,AA,489,PHL,MIA,4.0,1115.0,185.0,1
871,WN,3074,RSW,MDW,,,,1
872,WN,138,PHX,SAN,,,65.0,0
873,WN,2992,STL,BNA,1.0,845.0,,1
874,EV,5339,TRI,ATL,,435.0,77.0,1
875,OO,6347,DEN,COS,,768.0,,0
876,DL,2182,SNA,MSP,3.0,,214.0,1
877,F9,130,DEN,DFW,,,112.0,1
878,OO,4855,SLC,BIL,,,84.0,0
879,OO,6662,SFO,MRY,6.0,982.0,43.0,1
880,AA,462,MIA,DCA,,,,1
881,US,1105,ALB,CLT,,885.0,134.0,1
882,OO,4567,SLC,SAT,6.0,1075.0,,1
883,WN,1079,RDU,TPA,,715.0,,0
884,US,1061,PHL,FLL,,595.0,176.0,0
885,WN,117,SAN,SMF,,535.0,95.0,1
886,9E,3666,TUL,MSP,1.0,,,0
887,US,5,PHX,ORD,1.0,,,1
888,UA,225,BDL,IAD,5.0,1157.0,93.0,0
889,FL,531,MEM,ATL,,,,0
890,XE,3069,HRL,IAH,3.0,,69.0,0
891,UA,415,MSY,DEN,,425.0,187.0,0
892,DL,2402,MIA,DTW,4.0,,187.0,1
893,US,933,BOS,CLT,6.0,880.0,,1
894,AA,1533,ATL,DFW,,415.0,150.0,0
895,DL,2839,ATL,MTJ,5.0,,241.0,0
896,OO,6735,MSO,DEN,1.0,,112.0,1
897,B6,1282,RIC,BOS,,,89.0,1
898,EV,5196,DSM,ATL,,,130.0,1
899,UA,699,IAD,SJU,,,,0
900,WN,711,SAT,LAS,2.0,485.0,175.0,1
901,MQ,3699,MIA,CVG,,1290.0,,0
902,FL,1221,FLL,PIT,5.0,1204.0,156.0,0
903,US,1850,CLT,BDL,,1194.0,,0
904,DL,2813,GRR,MSP,3.0,,,0
905,WN,166,LAX,SFO,7.0,770.0,,1
906,WN,485,SLC,DEN,,750.0,85.0,1
907,AS,182,FAI,ANC,4.0,480.0,,0
908,US,616,PHX,ATL,,,209.0,1
909,MQ,3042,SBA,LAX,1.0,875.0,45.0,0
910,9E,4266,MSP,GRR,4.0,635.0,,0
911,WN,1566,SMF,ONT,7.0,,,1
912,MQ,3718,ATL,ORD,,1065.0,130.0,0
913,OH,6546,PIT,DTW,,,80.0,0
914,UA,717,DEN,LAS,,,,1
915,MQ,2719,DFW,TYS,5.0,,,0
916,MQ,4358,IND,ORD,2.0,965.0,,0
917,WN,1353,SEA,OAK,,,,1
918,MQ,2950,DFW,LCH,5.0,1140.0,70.0,0
919,AA,1808,MIA,DEN,,,,1
920,OH,6479,ORF,JFK,,380.0,82.0,0
921,OH,6497,MEM,AUS,4.0,,,1
922,UA,789,PDX,DEN,,345.0,,0
923,DL,2814,SEA,MSP,,50.0,,0
924,DL,2811,MEM,FLL,,,139.0,1
925,AA,1083,IAD,DFW,,390.0,,0
926,WN,3658,PHX,MDW,2.0,,200.0,1
927,DL,2124,ATL,BWI,4.0,,112.0,0
928,WN,1290,ECP,MCO,6.0,,,0
929,UA,750,ORD,BWI,5.0,531.0,112.0,1
930,OO,6849,SEA,PDX,,510.0,48.0,0
931,DL,2938,ATL,DCA,,,,0
932,XE,2373,IAH,AUS,,495.0,,0
933,B6,127,ROC,JFK,,,,0
934,EV,7138,DTW,IAD,1.0,602.0,,1
935,AS,190,FAI,ANC,,,,0
936,WN,2903,MSY,BWI,2.0,1000.0,140.0,0
937,B6,283,LAS,LGB,,,66.0,0
938,OO,6890,ORD,ORF,4.0,360.0,121.0,0
939,OO,6241,ORD,FAR,,,,0
940,XE,2451,STL,EWR,5.0,875.0,149.0,0
941,F9,320,MKE,DCA,,,,0
942,DL,2143,EWR,ATL,,,,1
943,FL,803,BWI,BOS,5.0,1115.0,,0
944,DL,2547,LGA,ATL,,,,0
945,XE,2396,EWR,DTW,6.0,1035.0,122.0,0
946,9E,4371,DTW,FWA,,940.0,51.0,0
947,US,1772,MHT,CLT,,,,0
948,WN,862,BDL,BWI,,,70.0,1
949,MQ,3963,ORD,BNA,2.0,815.0,,0
950,OO,6520,MBS,ORD,3.0,926.0,,1
951,XE,2208,MCI,EWR,6.0,360.0,154.0,0
952,US,1559,PHL,FLL,,,,0
953,XE,2954,IAH,MOB,2.0,1160.0,80.0,0
954,OO,4838,SLC,FAR,,830.0,131.0,1
955,HA,242,HNL,ITO,,1176.0,,0
956,WN,417,BWI,STL,,,,1
957,B6,336,MCO,IAD,,,,0
958,CO,1475,IAH,DFW,,,64.0,1
959,WN,920,SMF,SNA,,620.0,85.0,1
960,DL,1286,ATL,SAV,,,64.0,1
961,UA,18,DEN,BWI,,626.0,202.0,0
962,UA,199,MCO,ORD,6.0,,,0
963,OO,6666,TUS,DEN,4.0,1016.0,,1
964,WN,439,BUR,SJC,,,,0
965,FL,259,ATL,FNT,,,,0
966,FL,159,IND,BWI,4.0,,,0
967,DL,1492,PHX,MSP,,475.0,187.0,0
968,EV,5223,TRI,ATL,6.0,763.0,76.0,1
969,WN,2762,SAN,SAT,,680.0,155.0,1
970,WN,368,DEN,OAK,,980.0,,1
971,MQ,2859,FAY,DFW,6.0,,,0
972,OO,6549,SFO,SBP,,,,1
973,WN,3049,PHL,MCO,6.0,,,1
974,AA,1914,DFW,JAX,1.0,850.0,,0
975,XE,2187,EWR,MSP,,,192.0,1
976,UA,701,DEN,ABQ,3.0,1144.0,,0
977,EV,5405,DSM,ATL,,,,0
978,OO,6600,ORD,MKG,5.0,,,0
979,WN,526,BWI,BOS,,,,0
980,OO,6365,DEN,ICT,7.0,,80.0,0
981,WN,738,DEN,SEA,1.0,,,1
982,FL,1260,FLL,LEX,,,145.0,1
983,DL,2127,ATL,FLL,5.0,,110.0,0
984,UA,311,DEN,EGE,,,,1
985,WN,2009,STL,BWI,1.0,,120.0,1
986,B6,6,JFK,BUF,6.0,,,0
987,9E,4349,MEM,ICT,,,,0
988,DL,2101,ATL,TUS,7.0,,,0
989,OH,6350,DSM,MSP,5.0,1020.0,66.0,1
990,FL,227,MKE,LGA,2.0,798.0,121.0,1
991,DL,2379,SDF,ATL,3.0,,,0
992,FL,684,ICT,ATL,,,,0
993,DL,422,SJU,ATL,3.0,,,0
994,CO,44,MIA,EWR,,815.0,178.0,1
995,WN,1065,DEN,LAS,,,115.0,1
996,DL,2528,SRQ,ATL,5.0,,101.0,1
997,DL,2818,MCO,ATL,,1170.0,99.0,0
998,OH,6389,MCI,CVG,1.0,,,0
999,FL,671,MKE,MCO,5.0,,,1
1000,US,958,FLL,PHL,2.0,,,0
1001,WN,763,ONT,OAK,7.0,,75.0,1
1002,9E,4366,ATL,ALB,4.0,1235.0,,0
1003,OO,6298,SFO,ACV,,,79.0,1
1004,XE,2220,SHV,IAH,4.0,,,0
1005,UA,216,SFO,SNA,,,,0
1006,UA,230,LAS,DEN,7.0,,,1
1007,UA,412,SAT,IAD,5.0,706.0,,1
1008,MQ,3246,DFW,GRK,,,,1
1009,9E,3808,BMI,DTW,,,,1
1010,XE,2967,IAH,LBB,6.0,,,0
1011,AA,1707,LAS,LAX,2.0,,,1
1012,DL,2824,MSP,RDU,,,146.0,1
1013,B6,406,SAN,BOS,,845.0,,1
1014,FL,297,ATL,HOU,5.0,997.0,,1
1015,CO,319,TPA,EWR,,515.0,,0
1016,WN,1,DAL,HOU,4.0,,60.0,0
1017,F9,71,DTW,DEN,2.0,,,0
1018,MQ,3948,OMA,ORD,7.0,,105.0,0
1019,OH,6492,JFK,SYR,1.0,1305.0,,1
1020,UA,212,GEG,DEN,5.0,816.0,,1
1021,WN,1577,BUR,SJC,7.0,,,1
1022,US,1724,JAX,DCA,2.0,,,1
1023,DL,192,ATL,JFK,,,,1
1024,FL,696,ATL,SRQ,,610.0,90.0,0
1025,OO,4448,SLC,GJT,3.0,,65.0,0
1026,WN,1684,DEN,PDX,,705.0,,1
1027,MQ,3778,ORD,DCA,2.0,550.0,105.0,1
1028,WN,301,PHX,SNA,,555.0,80.0,1
1029,AA,1399,DEN,ORD,6.0,395.0,,0
1030,MQ,4037,ORD,PIT,3.0,460.0,85.0,1
1031,DL,2742,ATL,EWR,,,143.0,1
1032,WN,2814,MDW,MCI,3.0,,,0
1033,B6,282,LGB,LAS,,,,1
1034,AS,114,ANC,SEA,,,,0
1035,OO,6810,YUM,LAX,4.0,,,1
1036,OO,4441,SLC,FCA,1.0,602.0,,1
1037,F9,822,MCI,DEN,4.0,,110.0,1
1038,YV,2816,FAT,PHX,1.0,390.0,,0
1039,MQ,3944,JFK,BWI,6.0,1049.0,76.0,0
1040,AA,30,LAX,JFK,6.0,1425.0,,0
1041,OO,4743,CLE,MSP,,,,0
1042,HA,277,KOA,HNL,,,42.0,0
1043,WN,1089,SLC,DEN,,380.0,95.0,0
1044,EV,5015,ATL,HSV,3.0,1373.0,55.0,0
1045,9E,4282,GPT,MEM,,685.0,84.0,1
1046,CO,132,SAN,IAH,,,189.0,1
1047,AS,347,OAK,SEA,,420.0,120.0,0
1048,CO,17,EWR,LAX,,790.0,,1
1049,EV,5394,ATL,MLI,7.0,,,1
1050,EV,5229,MEM,SGF,,,68.0,0
1051,B6,583,HPN,FLL,,,,0
1052,DL,2505,MSP,SFO,,1290.0,247.0,1
1053,MQ,3937,RST,ORD,,,,1
1054,CO,709,IAH,PDX,7.0,1090.0,,1
1055,OO,6381,SFO,MRY,,1365.0,43.0,1
1056,XE,2263,BTR,IAH,,330.0,72.0,0
1057,WN,1839,IAD,MDW,4.0,,,1
1058,MQ,2971,GSO,DFW,,745.0,,0
1059,OO,4870,RNO,SLC,7.0,615.0,,0
1060,XE,2876,CRP,IAH,5.0,,57.0,0
1061,AA,496,ORD,DCA,4.0,380.0,99.0,0
1062,9E,3684,PIT,JFK,,,,0
1063,MQ,4417,DCA,RDU,2.0,,,0
1064,AA,734,MIA,DCA,,895.0,,0
1065,WN,122,BNA,SAT,,,,1
1066,MQ,2749,DFW,DAY,6.0,,,0
1067,DL,2507,OMA,MSP,1.0,,,1
1068,AS,307,SFO,SEA,4.0,550.0,134.0,1
1069,XE,5991,XNA,ORD,4.0,360.0,,0
1070,UA,373,LGA,ORD,,,,0
1071,US,542,SJC,PHX,2.0,,,0
1072,WN,389,HOU,MSY,1.0,695.0,,0
1073,MQ,4057,SYR,ORD,6.0,720.0,135.0,1
1074,DL,2722,PHX,DTW,1.0,,228.0,0
1075,OO,6731,MKE,DEN,,510.0,185.0,1
1076,WN,117,PHX,SAN,,,,0
1077,CO,303,EWR,IAH,,645.0,240.0,1
1078,US,1262,MIA,PHL,,,,0
1079,EV,4951,ATL,CVG,,1007.0,,1
1080,CO,173,LAX,HNL,,985.0,345.0,1
1081,9E,3871,DTW,SYR,1.0,630.0,,1
1082,WN,1288,DEN,SLC,,705.0,90.0,1
1083,B6,401,BOS,MSY,,672.0,229.0,0
1084,WN,1193,LAX,OAK,3.0,,75.0,1
1085,DL,248,SAN,DTW,2.0,,,1
1086,OO,6557,SEA,PDX,2.0,707.0,48.0,1
1087,EV,4984,GNV,ATL,,,80.0,0
1088,UA,563,PHL,ORD,,1026.0,147.0,1
1089,CO,514,IAH,PIT,,,,0
1090,9E,4162,FWA,DTW,3.0,,,1
1091,WN,2421,LGA,MDW,,,140.0,1
1092,9E,4104,AUS,MEM,,709.0,110.0,0
